family,field,sibling_title,current_value,proposed_action
Lightweight Tee 3-Pack,metafield:Metafield: custom.size_chart [multi_line_text_field],Smoke Lightweight Tee Three Pack,"Size,Chest,Waist
S,113,111.8
M,120.7,119.4
L,125.7,124.5
XL,133.4,132.1
2XL,138.4,137.2
3XL,146.1,144.8
4XL,151.1,149.9",per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: custom.size_chart [multi_line_text_field],Butterfly Lightweight Tee Three Pack,"Size,Chest,Waist
S,113,111.8
M,120.7,119.4
L,125.7,124.5
XL,133.4,132.1
2XL,138.4,137.2
3XL,146.1,144.8
4XL,151.1,149.9",per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Weighted Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Supercharged Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Nightshade Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Neutral Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Smoke Lightweight Tee Three Pack,shopify--top-length-type.medium,per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Butterfly Lightweight Tee Three Pack,shopify--top-length-type.medium,per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: mm-google-shopping.age_group [string],Weighted Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: mm-google-shopping.age_group [string],Supercharged Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: mm-google-shopping.age_group [string],Nightshade Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: mm-google-shopping.age_group [string],Neutral Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: mm-google-shopping.age_group [string],Smoke Lightweight Tee Three Pack,adult,per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: mm-google-shopping.age_group [string],Butterfly Lightweight Tee Three Pack,adult,per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.age-group [list.metaobject_reference],Weighted Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.age-group [list.metaobject_reference],Supercharged Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.age-group [list.metaobject_reference],Nightshade Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.age-group [list.metaobject_reference],Neutral Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.age-group [list.metaobject_reference],Smoke Lightweight Tee Three Pack,shopify--age-group.adults,per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.age-group [list.metaobject_reference],Butterfly Lightweight Tee Three Pack,shopify--age-group.adults,per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Weighted Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Supercharged Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Nightshade Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Neutral Lightweight Tee 3 - Pack,(null),per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Smoke Lightweight Tee Three Pack,shopify--target-gender.unisex,per Rule G8
Lightweight Tee 3-Pack,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Butterfly Lightweight Tee Three Pack,shopify--target-gender.unisex,per Rule G8
Lightweight Tee,body_html,White Stealth Lightweight Tee,332 chars,longest wins (Rule G7a)
Lightweight Tee,body_html,Midnight Black Lightweight Tee,365 chars,longest wins (Rule G7a)
Lightweight Tee,collection:neutral-drop,Midnight Black Lightweight Tee,on some siblings only,UNION (Rule G2)
Lightweight Tee,collection:stealth-drop,White Stealth Lightweight Tee,on some siblings only,UNION (Rule G2)
Lightweight Tee,metafield:Metafield: mc-facebook.google_product_category [string],White Stealth Lightweight Tee,212,per Rule G8
Lightweight Tee,metafield:Metafield: mc-facebook.google_product_category [string],Midnight Black Lightweight Tee,(null),per Rule G8
Lightweight Tee,var_metafield:Variant Metafield: harmonized_system_code [string],White Stealth Lightweight Tee,620690,per Rule G9
Lightweight Tee,var_metafield:Variant Metafield: harmonized_system_code [string],Midnight Black Lightweight Tee,610910,per Rule G9
Faded Cutoff,tag:size-2xl,Faded Cutoff Dusk,on some siblings only,DROP (Rule G1 exception)
Faded Cutoff,collection:size-2xl,Faded Cutoff Dusk,on some siblings only,UNION (Rule G2)
Faded Cutoff,collection:product-templates,Faded Cutoff Dusk,on some siblings only,UNION (Rule G2)
Faded Cutoff,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Faded Cutoff Off White,"shopify--color-pattern.black-3, shopify--color-pattern.cream",per Rule G8
Faded Cutoff,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Faded Cutoff Dusk,"shopify--color-pattern.black-7, shopify--color-pattern.grey",per Rule G8
Pullover,tag:Flavors,"Blackout Pullover, Cool Grey Pullover",on some siblings only,UNION (Rule G1)
Pullover,tag:size-3xl,"Midnight Pullover, Blackout Pullover",on some siblings only,DROP (Rule G1 exception)
Pullover,tag:size-s,Blackout Pullover,on some siblings only,DROP (Rule G1 exception)
Pullover,tag:size-m,"Midnight Pullover, Blackout Pullover",on some siblings only,DROP (Rule G1 exception)
Pullover,tag:size-l,"Midnight Pullover, Blackout Pullover",on some siblings only,DROP (Rule G1 exception)
Pullover,collection:size-s,Blackout Pullover,on some siblings only,UNION (Rule G2)
Pullover,collection:flavors-evergreen,"Blackout Pullover, Cool Grey Pullover",on some siblings only,UNION (Rule G2)
Pullover,collection:size-l,"Midnight Pullover, Blackout Pullover",on some siblings only,UNION (Rule G2)
Pullover,collection:cozy-collection,Midnight Pullover,on some siblings only,UNION (Rule G2)
Pullover,collection:size-3xl,"Midnight Pullover, Blackout Pullover",on some siblings only,UNION (Rule G2)
Pullover,collection:size-m,"Midnight Pullover, Blackout Pullover",on some siblings only,UNION (Rule G2)
Pullover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Midnight Pullover,shopify--color-pattern.black-white,per Rule G8
Pullover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Blackout Pullover,shopify--color-pattern.black-7,per Rule G8
Pullover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Cool Grey Pullover,shopify--color-pattern.grey,per Rule G8
Hyper Mesh Shorts,body_html,White Hyper Mesh Shorts,1133 chars,longest wins (Rule G7a)
Hyper Mesh Shorts,body_html,Black Hyper Mesh Shorts,1141 chars,longest wins (Rule G7a)
Hyper Mesh Shorts,body_html,Blue Camo Mesh Shorts,1141 chars,longest wins (Rule G7a)
Hyper Mesh Shorts,body_html,Sand Camo Mesh Shorts,1141 chars,longest wins (Rule G7a)
Hyper Mesh Shorts,tag:25-50,"White Hyper Mesh Shorts, Black Hyper Mesh Shorts, Sand Camo Mesh Shorts",on some siblings only,UNION (Rule G1)
Blended Zip Up,body_html,Blended Zip Up Black with Grey Print,1862 chars,longest wins (Rule G7a)
Blended Zip Up,body_html,Blended Zip Up Black with Black Print,1823 chars,longest wins (Rule G7a)
Chopper Crewneck,body_html,Chopper Crewneck Blackout,1311 chars,longest wins (Rule G7a)
Chopper Crewneck,body_html,Chopper Crewneck Midnight,1273 chars,longest wins (Rule G7a)
Chopper Crewneck,collection:product-templates,Chopper Crewneck Midnight,on some siblings only,UNION (Rule G2)
Flame Cropped Hoodie,collection:product-templates,Flame Cropped Hoodie Blackout,on some siblings only,UNION (Rule G2)
Camo Spray Tee,body_html,Blue Camo Spray Tee,591 chars,longest wins (Rule G7a)
Camo Spray Tee,body_html,Sand Camo Spray Tee,610 chars,longest wins (Rule G7a)
Smoke Zip Up Hoodie,tag:size-l,Smoke Zip Up Hoodie,on some siblings only,DROP (Rule G1 exception)
Smoke Zip Up Hoodie,collection:size-l,Smoke Zip Up Hoodie,on some siblings only,UNION (Rule G2)
Smoke Sweatshorts,body_html,Black Smoke Sweatshorts,1849 chars,longest wins (Rule G7a)
Smoke Sweatshorts,body_html,Grey Smoke Sweatshorts,1847 chars,longest wins (Rule G7a)
Smoke Sweatshorts,template,Black Smoke Sweatshorts,japan-collection,most common (G4/G5/G6)
Smoke Sweatshorts,template,Grey Smoke Sweatshorts,(null),most common (G4/G5/G6)
Smoke Sweatshorts,tag:bottoms,Black Smoke Sweatshorts,on some siblings only,UNION (Rule G1)
Smoke Sweatshorts,tag:japandroppart1,Black Smoke Sweatshorts,on some siblings only,UNION (Rule G1)
Smoke Sweatshorts,collection:trending,Black Smoke Sweatshorts,on some siblings only,UNION (Rule G2)
Smoke Sweatshorts,collection:japan-drop-part-2,Black Smoke Sweatshorts,on some siblings only,UNION (Rule G2)
Smoke Sweatshorts,collection:japan-drop-part-1,Black Smoke Sweatshorts,on some siblings only,UNION (Rule G2)
Smoke Sweatshorts,collection:japan-drop-part-1-2,Black Smoke Sweatshorts,on some siblings only,UNION (Rule G2)
Smoke Sweatshorts,metafield:Metafield: shopify.fabric [list.metaobject_reference],Black Smoke Sweatshorts,shopify--fabric.cotton,per Rule G8
Smoke Sweatshorts,metafield:Metafield: shopify.fabric [list.metaobject_reference],Grey Smoke Sweatshorts,(null),per Rule G8
Smoke Sweatshorts,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Black Smoke Sweatshorts,shopify--color-pattern.floral,per Rule G8
Smoke Sweatshorts,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Grey Smoke Sweatshorts,(null),per Rule G8
Smoke Sweatshorts,metafield:Metafield: mc-facebook.google_product_category [string],Black Smoke Sweatshorts,5322,per Rule G8
Smoke Sweatshorts,metafield:Metafield: mc-facebook.google_product_category [string],Grey Smoke Sweatshorts,(null),per Rule G8
Smoke Sweatshorts,metafield:Metafield: shopify.size [list.metaobject_reference],Black Smoke Sweatshorts,"shopify--size.small, shopify--size.medium, shopify--size.large, shopify--size.xl, shopify--size.2xl",per Rule G8
Smoke Sweatshorts,metafield:Metafield: shopify.size [list.metaobject_reference],Grey Smoke Sweatshorts,(null),per Rule G8
Smoke Sweatshorts,metafield:Metafield: custom.size_chart [multi_line_text_field],Black Smoke Sweatshorts,"Size,Waist,Inseam,Outseam
S,71,13,41
M,76,13.5,42.5
L,81,14,44
XL,86,14.5,45.5
2XL,91,15,47",per Rule G8
Smoke Sweatshorts,metafield:Metafield: custom.size_chart [multi_line_text_field],Grey Smoke Sweatshorts,(null),per Rule G8
Smoke Sweatshorts,metafield:Metafield: shopify.pants-length-type [list.metaobject_reference],Black Smoke Sweatshorts,shopify--pants-length-type.above-the-knee,per Rule G8
Smoke Sweatshorts,metafield:Metafield: shopify.pants-length-type [list.metaobject_reference],Grey Smoke Sweatshorts,(null),per Rule G8
Smoke Sweatshorts,metafield:Metafield: custom.size_guide [list.metaobject_reference],Black Smoke Sweatshorts,(null),per Rule G8
Smoke Sweatshorts,metafield:Metafield: custom.size_guide [list.metaobject_reference],Grey Smoke Sweatshorts,"size_guide_card.size-medium, size_guide_card.size-small, size_guide_card.size-large",per Rule G8
Smoke Sweatshorts,metafield:Metafield: shopify.activity [list.metaobject_reference],Black Smoke Sweatshorts,shopify--activity.universal,per Rule G8
Smoke Sweatshorts,metafield:Metafield: shopify.activity [list.metaobject_reference],Grey Smoke Sweatshorts,(null),per Rule G8
Smoke Sweatshorts,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Black Smoke Sweatshorts,shopify--target-gender.unisex,per Rule G8
Smoke Sweatshorts,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Grey Smoke Sweatshorts,(null),per Rule G8
New York Cargo Wideleg,metafield:Metafield: custom.size_chart_image [file_reference],New York Cargo Wideleg - Black,SWEATPANTS_768b4145-9631-4a90-9512-9527620a1ce2.jpg,per Rule G8
New York Cargo Wideleg,metafield:Metafield: custom.size_chart_image [file_reference],New York Cargo Wideleg - Cool Grey,(null),per Rule G8
Snug Cover,tag:cgsnugcover,Cool Grey Snug Cover,on some siblings only,UNION (Rule G1)
Snug Cover,tag:mbsnugcover,Midnight Black Snug Cover,on some siblings only,UNION (Rule G1)
Snug Cover,collection:cgsnugcover,Cool Grey Snug Cover,on some siblings only,UNION (Rule G2)
Snug Cover,collection:mb-snug-cover,Midnight Black Snug Cover,on some siblings only,UNION (Rule G2)
Snug Cover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Cool Grey Snug Cover,shopify--color-pattern.grey,per Rule G8
Snug Cover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Midnight Black Snug Cover,shopify--color-pattern.black-white,per Rule G8
Tech Pants,compare_at_price,Beige Tech Pants,$70.0,keep per-variant (Rule G3)
Tech Pants,compare_at_price,Black Tech Pants,$None,keep per-variant (Rule G3)
Tech Pants,metafield:Metafield: shopify.fabric [list.metaobject_reference],Beige Tech Pants,(null),per Rule G8
Tech Pants,metafield:Metafield: shopify.fabric [list.metaobject_reference],Black Tech Pants,shopify--fabric.cotton,per Rule G8
Tech Pants,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Beige Tech Pants,shopify--color-pattern.beige-1,per Rule G8
Tech Pants,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Black Tech Pants,shopify--color-pattern.black-7,per Rule G8
Tech Pants,metafield:Metafield: custom.size_chart [multi_line_text_field],Beige Tech Pants,"Size,Waist,Front Rise
S,114.3,34.9
M,119.4,36.2
L,124.5,37.5
XL,129.5,38.7
2XL,134.6,40",per Rule G8
Tech Pants,metafield:Metafield: custom.size_chart [multi_line_text_field],Black Tech Pants,(null),per Rule G8
Tech Pants,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Beige Tech Pants,(null),per Rule G8
Tech Pants,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Black Tech Pants,shopify--target-gender.unisex,per Rule G8
Wing Sweatpants,body_html,Pink Wing Sweatpants,1290 chars,longest wins (Rule G7a)
Wing Sweatpants,body_html,Silver Wing Sweatpants,1334 chars,longest wins (Rule G7a)
Wing Sweatpants,body_html,Wing Sweatpants (Copy),1290 chars,longest wins (Rule G7a)
Wing Sweatpants,collection:product-templates,Silver Wing Sweatpants,on some siblings only,UNION (Rule G2)
Wing Sweatpants,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Pink Wing Sweatpants,(null),per Rule G8
Wing Sweatpants,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Silver Wing Sweatpants,(null),per Rule G8
Wing Sweatpants,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Wing Sweatpants (Copy),"shopify--color-pattern.pink, shopify--color-pattern.silver",per Rule G8
Wing Sweatpants,metafield:Metafield: mc-facebook.google_product_category [string],Pink Wing Sweatpants,5322,per Rule G8
Wing Sweatpants,metafield:Metafield: mc-facebook.google_product_category [string],Silver Wing Sweatpants,1604,per Rule G8
Wing Sweatpants,metafield:Metafield: mc-facebook.google_product_category [string],Wing Sweatpants (Copy),5322,per Rule G8
Wing Sweatpants,metafield:Metafield: mm-google-shopping.google_product_category [string],Pink Wing Sweatpants,5322,per Rule G8
Wing Sweatpants,metafield:Metafield: mm-google-shopping.google_product_category [string],Silver Wing Sweatpants,1604,per Rule G8
Wing Sweatpants,metafield:Metafield: mm-google-shopping.google_product_category [string],Wing Sweatpants (Copy),5322,per Rule G8
Embossed Heavyweight Zip-up,body_html,Embossed Grey Heavyweight Zip-up,643 chars,longest wins (Rule G7a)
Embossed Heavyweight Zip-up,body_html,Embossed Black Heavyweight Zip-up,644 chars,longest wins (Rule G7a)
Embossed Heavyweight Zip-up,tag:size-s,Embossed Grey Heavyweight Zip-up,on some siblings only,DROP (Rule G1 exception)
Embossed Heavyweight Zip-up,tag:size-m,Embossed Grey Heavyweight Zip-up,on some siblings only,DROP (Rule G1 exception)
Embossed Heavyweight Zip-up,collection:size-s,Embossed Grey Heavyweight Zip-up,on some siblings only,UNION (Rule G2)
Embossed Heavyweight Zip-up,collection:product-templates,Embossed Grey Heavyweight Zip-up,on some siblings only,UNION (Rule G2)
Embossed Heavyweight Zip-up,collection:size-m,Embossed Grey Heavyweight Zip-up,on some siblings only,UNION (Rule G2)
Embossed Heavyweight Zip-up,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Embossed Grey Heavyweight Zip-up,shopify--color-pattern.grey,per Rule G8
Embossed Heavyweight Zip-up,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Embossed Black Heavyweight Zip-up,shopify--color-pattern.black-7,per Rule G8
Beater,price,White Stealth Beater,$15.0,keep per-variant (Rule G3)
Beater,price,OG Sky Blue Beaters,$10.0,keep per-variant (Rule G3)
Beater,body_html,White Stealth Beater,318 chars,longest wins (Rule G7a)
Beater,body_html,OG Sky Blue Beaters,138 chars,longest wins (Rule G7a)
Beater,tag:sale,OG Sky Blue Beaters,on some siblings only,UNION (Rule G1)
Beater,collection:nightshade-collection,White Stealth Beater,on some siblings only,UNION (Rule G2)
